RLB batch catalog #	Box, grid, level	preparation at LBTP	Number 	Identification	how many 	type of material (seed, leaf, etc)	Notes/refinements 	New Museum catalog # to be used	References	Notes
P23 37211	Box 14 grid D-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-631	Purshia tridentata	2	seed	Previously identifed as Polygonum sp. (7/11/19)	LACMP23-39429	Seed saamples, Bekker pg. 219	
P23 37211	Box 14 grid D-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-632	Juniperus sp. 	30	seed		LACMP23-39430	Santa Ana Botanic Garden	
P23 37211	Box 14 grid D-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-633	Platanus racemosa 	12	seed		LACMP23-39431	Seed samples, Santa Ana Botanic Garden	
P23 37211	Box 14 grid D-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-634	Charcoal 	5	charcoal 		LACMP23-39432	charcoal 	
P23 37211	Box 14 grid D-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-635	Juniperus californica 	14	twigs 	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39433	Calscape 	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-636	Juniperus californica 	180	seed		LACMP23-39434	Jesse	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-637	Quercus agrifolia 	1	acorn cap	Previously identifed as Quercus sp. (7/11/19)	LACMP23-39435	Calscape	Quercus agrifolia: pointed overapping flat scales
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-638	Solidago canandensis	12	seed	Previously identifed as Solidago sp. (7/11/19)	LACMP23-39436	Seed samples, Samta Ana Botanic Garden	Solidago canadensis: thinner, stripes
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-639	Juniperus californica 	3	bud	Previously identifed as Cupressaceae (7/11/19)	LACMP23-39437	(http://tcf.bh.cornell.edu/imgs/dws/r/Cupressaceae_Juniperus_californica_18388.html)	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-640	Bone	2	bone		not cataloging now	bone	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-641	Alopecurus aequalis	2	glume 	Previously identifed as Poaceae (7/11/19)	LACMP23-39438	Bekker pg. 196	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-642	Ambrosia psilostachya	2	flower	Previously identifed as Ambrosia (7/11/19)	LACMP23-39439	(http://www.backyardnature.net/n/h/ragweed.htm)	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-643	Juniperus californica 	1	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39440	Calscape	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-644	Purshia tridentata	2	seed	Previously identifed as Polygonum sp. (7/11/19)	LACMP23-39441	Seed samples, Bekker pg. 219	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-645	Platanus racemosa	29	seed		LACMP23-39442	Seed samples, Santa Ana Botanic Garden	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-646	Juniperus sp. 	9	seed		LACMP23-39443	Santa Ana Botanic Garden	
P23 37212	Box 14 grid D-2 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-647	Charcoal 	5	charcoal 		LACMP23-39444	charcoal	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-648	Juniperus californica 	35	seeds		LACMP23-39445	Jesse	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-649	Acmispon rigidus	1	seed	Previously identifed as Trifolium sp. (7/11/19)	LACMP23-39446	Seed samples, Santa Ana Botanic Garden	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-650	Perideridia bolanderi	1	seed	Same as JG-326	LACMP23-39447	Seed samples, Santa Ana Botanic Garden	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-651	Quercus dumosa	7	acorn fragments	Previously identifed as Quercus sp. (7/11/19)	LACMP23-39448	Calscape	Quercus dumosa: shape of acorn, size, texture of cap.
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-652	Hesperocyparis macrocarpa	1	seed	Previously identifed as Allium sp. (7/11/19)	LACMP23-39449	Seed samples, Calflora 	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-653	Juniperus sp. 	2	seed		LACMP23-39450	Santa Ana Botanic Garden	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-654	Juniperus californica 	3	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39451	Calscape	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-655	Charcoal 	6	charcoal 		LACMP23-39452	Charcoal	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-656	Platanus racemosa	2	seed		LACMP23-39453	Seed samples, Santa Ana Botanic Garden	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-657	Purshia tridentata	1	seed	Previously identifed as Polygonum sp. (7/11/19)	LACMP23-39454	seed samples, pg. 219	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-658	Solidago canandensis	1	seed	Previously identifed as Solidago sp. (7/11/19)	LACMP23-39455	Seed samples, Santa Ana Botanic Garden	Solidago canadensis: thinner, stripes
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-659	Bone 	1	bone		not cataloging now	Bone	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-660	Juniperus californica 	150	seeds		LACMP23-39456	Jesse	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-661	Deinandra fasciculata	1	seed	Previously identifed as Asteraceae sp. (7/11/19)	LACMP23-39457	Seed samples, Bekker pg. 50	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-662	Platanus racemosa 	63	seed		LACMP23-39458	Seed samples, Santa Ana Botanic Garden	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-663	Juniperus sp. 	33	seed		LACMP23-39459	Santa Ana Botanic Garden	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-664	Purshia tridentata	2	seed	Previously identifed as Polygonum sp. (7/11/19)	LACMP23-39460	Seed samples, Bekker pg. 219	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-665	Charcoal 	2	charcoal 		LACMP23-39461	Charcoal	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-666	Juniperus californica 	3	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39462	Calscape 	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-667	Pinus sp. 	1	needle 		LACMP23-39463	Plant samples, Calscape 	Pointed needle tip 
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-668	Bone 	1	bone		not cataloging now	Bone	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-669	Asclepias eriocarpa	1	seed	Previously identifed as Asclepias sp. (7/11/19)	LACMP23-39464	Seed sample, Santa ana botanic garden	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-670	Ambrosia psilostachya 	1	flower	Previously identifed as Ambrosia sp. (7/11/19)	LACMP23-39465	(http://www.backyardnature.net/n/h/ragweed.htm)	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-671	Cyperaceae	4	seed		LACMP23-39466	Seed samples, Bekker pg. 114	
P23 37214	Box 14 grid D-2 level 8	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-672	Berberis aquifolium 	2	seed	Previously identifed as Berberis sp. (7/11/19)	LACMP23-39467	Seed samples, Santa Ana Botanic Garden	Berberis aquifolium : of the seeds tinged red, shape 
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-673	Juniperus californica 	50	seed		LACMP23-39468	Jesse	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-674	Pinus sabiniana 	1	seed	Previously identifed as Pinus sp. (7/11/19)	LACMP23-39469	Seed samples, Santa Ana Botanic Garden	Pinus albicaulis: looks like sample 
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-675	Acmispon rigidus	7	seed	Previously identifed as Lamiaceae (7/11/19)	LACMP23-39470	Seed samples, Bekker pg. 159	possibly Salvia sp. 
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-676	Charcoal 	1	charcoal 		LACMP23-39471	Charcoal	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-677	Tauschia parishii	1	seed	Previously identifed as Apiaceae (7/11/19)	LACMP23-39472	Seed samples, Bekker pg. 38	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-678	Cyperaceae	1	seed		LACMP23-39473	Seed samples, Bekker pg. 114	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-679	Platanus racemosa 	24	seed		LACMP23-39474	Seed samples, Santa Ana Botanic Garden	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-680	Juniperus californica 	3	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39475	Calscape	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-681	Solidago canandensis	12	seed	Previously identifed as Solidago sp. (7/11/19)	LACMP23-39476	Seed samples, Santa Ana Botanic Garden	Solidago canadensis: thinner, stripes
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-682	Sambucus nigra	1	seed	Previously identifed as Sambucus sp. (7/11/19)	LACMP23-39477	Seed samples, Santa Ana Botanic Garden	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-683	Juniperus sp. 	17	seed		LACMP23-39478	Santa Ana Botanic Garden	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-684	Bone 	1	bone		not cataloging now	bone	
P23 37215	Box 14 grid D-3 level 7	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-685	Berberis aquifolia 	2	seed	Previously identifed as Berberis sp. (7/11/19)	LACMP23-39479	Seed samples, Santa Ana Botanic Garden	Berberis aquifolium : of the seeds tinged red, shape 
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-686	Juniperus californica 	370	seed		LACMP23-39480	Jesse	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-687	Juniperus sp. 	80	seed		LACMP23-39481	Santa Ana Botanic Garden	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-688	Juniperus californica 	9	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39482	Calscape	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-689	Arctostaphylos viscida	1	seed	Previously identifed as Arctostaphylos sp. (7/11/19)	LACMP23-39483	Seed samples, Santa Ana Botanic Garden	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-690	Platanus racemosa 	4	seed		LACMP23-39484	Seed samples, Santa Ana Botanic Garden	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-691	Solidago canadensis	22	seed	Previously identifed as Solidago sp. (7/11/19)	LACMP23-39485	Seed samples, Santa Ana Botanic Garden	Solidago canadensis: thinner, stripes
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-692	Quercus agrifolia	2	acorn cap	Previously identifed as Quercus sp. (7/11/19)	LACMP23-39486	Calscape	Quercus agrifolia: pointed overapping flat scales
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-693	Charcoal 	7	charcoal 		LACMP23-39487	Charcoal	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-694	Berberis aquifolia 	3	seed	Previously identifed as Berberis sp. (7/11/19)	LACMP23-39488	Seed samples, Santa Ana Botanic Garden	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-695	Agoseris glauca	0.5	seed	Previously identifed as Asteraceae (7/11/19)	LACMP23-39489	Seed samples, Bekker pg. 50	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-696	Bone	8	bone		not cataloging now	Bone	
P23 37216	Box 14 grid D-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-697	Purshia tridentata	3	seed	Previously identifed as Polygonum sp. (7/11/19)	LACMP23-39490	Seed samples, Bekker pg. 219	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-698	Juniperus californica 	27	seed		LACMP23-39491	Jesse	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-699	Juniperus californica 	110	twigs	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39492	Calscape	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-700	Juniperus sp. 	90	seed		LACMP23-39493	Santa Ana Botanic Garden	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-701	Acmispon rigidus	1	seed	Previously identifed as Rhus sp. (7/11/19)	LACMP23-39494	Seed samples, Santa Ana Botanic Garden	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-702	Juniperus californica 	9	buds	Previously identifed as Cupressaceae (7/11/19)	LACMP23-39495	(http://tcf.bh.cornell.edu/imgs/dws/r/Cupressaceae_Juniperus_californica_18388.html)	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-703	Quercus dumosa 	4	acorn fragments	Previously identifed as Quercus sp. (7/11/19)	LACMP23-39496	Calscape	Quercus dumosa: slightly tubercled/warty scales
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-704	Berberis aquifolia 	1	seed	Previously identifed as Berberis sp. (7/11/19)	LACMP23-39497	Seed samples, Santa Ana Botanic Garden	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-705	Scat 	1	scat 		not cataloging now	scat 	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-706	Sisyrinchium bellum	1	seed	Previously identifed as Sisyrinchium sp. (7/11/19)	LACMP23-39498	Seed samples, Santa Ana Botanic Garden	Sisyrinchium bellum: looks like sample
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-707	Sisyrinchium bellum	1	capsule	Previously identifed as Sisyrinchium sp. (7/11/19)	LACMP23-39499	plant samples	Sisyrinchium bellum: looks like sample
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-708	Ambrosia psilostachya	1	seed	Previously identifed as Ambrosia sp. (7/11/19)	LACMP23-39500	Seed samples, Santa Ana Botanic Garden	
P23 37217	Box 14 grid D-3 level 3	cold soaked n-propyl bromide	JG-709	Bone	1	bone		not cataloging now	Bone	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-710	Juniperus californica	300	seed		LACMP23-39501	Jesse	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-711	Juniperus californica	32	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39502	Calscape	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-712	Juniperus sp. 	200	seed		LACMP23-39503	Santa Ana Botanic Garden	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-713	Cyperaceae	2	seed fragments		LACMP23-39504	Seed samples, Bekker pg. 114	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-714	Quercus dumosa 	17	acorn caps	Previously identifed as Quercus sp. (7/11/19)	LACMP23-39505	Santa Ana Botanic Garden	Quercus dumosa: slightly tubercled/warty scales
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-715	Purshia tridentata	11	seed	Previously Polygonum sp. (7/2/19)	LACMP23-39506	Seed samples, Beker pg. 219	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-716	Juniperus californica	11	bud	Previously identifed as Cupressaceae (7/11/19)	LACMP23-39507	(http://tcf.bh.cornell.edu/imgs/dws/r/Cupressaceae_Juniperus_californica_18388.html)	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-717	Platanus racemosa	2	seed		LACMP23-39508	Seed samples, Santa Ana Botanic Garden	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-718	Arctostaphylos viscida	1	seed	Previously identifed as Arctostaphylos sp. (7/11/19)	LACMP23-39509	Seed samples, Santa Ana Botanic Garden	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-719	Ambrosia psilostachya	1	seed	Previously identifed as Ambrosia sp. (7/11/19)	LACMP23-39510	Seed samples, Santa Ana Botanic Garden	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-720	Charcoal 	12	charcoal 		LACMP23-39511	Charcoal	
P23 37218	Box 14 grid B-2 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-721	Bone	1	Bone		not cataloging now	Bone	
P23 37210	Box 14 grid C-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-722	Juniperus californica (charcoal/ashpalt?)	3	twig	Previously identified as Juniperus sp. (7/11/19)	not cataloging now	Seed samples, Santa Ana Botanic Garden	
P23 37209	Box 14 grid C-3 level 4	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-723 	Juniperus californica (charcoal/ashpalt?)	13	twig	Previously identified as Juniperus sp. (7/11/19)	not cataloging now	Calscape	
P23 37205	Box 14 grid C-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-724	Juniperus californica (charcoal/ashpalt?)	9	twig	Previously identifed as Juniperus sp. (7/11/19)	LACMP23-39520	Calscape	
P23 37206	Box 14 grid C-3 level 1	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-725	Juniperus californica (charcoal/ashpalt?)	3	twig	Previously identified as Juniperus sp. (7/11/19)	not cataloging now	Calscape	
P23 37213	Box 14 grid D-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-726	Juniperus californica (charcoal/ashpalt?)	10	twig	Previously identified as Juniperus sp. (7/11/19)	not cataloging now	Calscape	
P23 37217	Box 14 grid D-3 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-727	Juniperus californica (charcoal/ashpalt?)	3	twig	Previously identified as Juniperus sp. (7/11/19)	not cataloging now	Calscape	