ABF updated museum database as of 3.6.2020 If you need to make additional changes please contact me with specifics										
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-888	Insect chitin	2	chitin		not being cataloged	Chitin	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-889	Potamogeton alpinus 	10	seed		LACMP23-41058	Seed samples	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-890	Cyperaceae	2	seed		LACMP23-41059	Seed samples 	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-891	Angelica kingii 	1	seed		LACMP23-41060	Seed samples, Calflora	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-892	Heteromeles arbutifolia 	2	seed		LACMP23-41061	Seed samples, Santa Ana Botanic Garden	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-893	Juniperus sp. 	6	buds		LACMP23-41062	Calscape	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-894	Arctostaphylos glauca 	1	seed		LACMP23-41063	Seed samples	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-895	Hesperocyparis macrocarpa	1	cone plus 8 cone fragments 		LACMP23-41064	Calflora, Calscape 	
P23 38323	Box 7B grid B-2 level 2	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-896	Alopecurus aequalis	6	1 seed and 5 glumes 		LACMP23-41065	(http://timedoesnotexist.org/Grasses%20of%20Oregon.pdf), calflora 	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-897	Juniperus californica 	430	seed		LACMP23-41066	Jesse	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-898	Bone	65	bone		not being cataloged	Bone	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-899	Juniperus sp. 	1500	seed		LACMP23-41067	Santa Ana Botanic Garden	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-900	Scat	4	scat 		not being cataloged	scat 	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-901	Insect chitin	2	chitin		not being cataloged	chitin	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-902	Berula erecta	52	seed		LACMP23-41068	(https://dzn.eldoc.ub.rug.nl/?page=pict&item=588)	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-903	Hesperocyparis macrocarpa	107	seed		LACMP23-41069	Calflora, Calscape 	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-904	Dichondra occidentalis 	14	seed		LACMP23-41070	Seed samples, Calflora 	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-905	Juniperus californica 	11	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41071	Calscape	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-906	Xanthium strumarium 	4	seed		LACMP23-41072	Seed samples 	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-907	Cyperaceae	4	seed		LACMP23-41073	Seed samples	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-908	Potamogeton alpinus 	49	seed		LACMP23-41074	Seed samples	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-909	Potamogeton nodosus	5	seed		LACMP23-41075	Seed samples	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-910	Platanus racemosa 	1	seed		LACMP23-41076	Santa Ana Botanic Garden	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-911	Arctostaphylos viscida	1	seed	Previously identified as Arctostaphylos pungens (7/10/19)	LACMP23-41077	Santa Ana Botanic Garden	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-912	Arctostaphylos glauca 	1	seed		LACMP23-41078	Seed samples 	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-913	Purshia tridentata	3	seed		LACMP23-41079	Santa Ana Botanic Garden	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-914	Juniperus californica 	1	bud	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41080	Calscape	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-915	Pinus radiata	1	bud	Previously identified as Pinus muricata (7/10/19)	LACMP23-41081	Calscape	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-916	Ambrosia eriocentra	1	seed		LACMP23-41082	(http://southwestdesertflora.com/WebsiteFolders/All_Species/Asteraceae/Ambrosia_eriocentra.html), seed samples	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-917	Cornus sericea 	1	seed		LACMP23-41083	Seed samples	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-918	Sisyrinchium bellum 	1	seed		LACMP23-41084	Seed samples	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-919	Turtle scute	5	Turtle scute 		not being cataloged	Turtle Scute	
P23 38324	Box 7B grid B-2 level 3	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-920	Hesperocyparis macrocarpa	54	cone fragments 		LACMP23-41085	Calflora, Calscape 	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-921	Juniperus californica 	123	seed		LACMP23-41086	Jesse	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-922	Juniperus sp. 	800	seed		LACMP23-41087	Santa Ana Botanic Garden	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-923	Xanthium strumarium 	6	seed		LACMP23-41088	Seed samples	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-924	Turtle scute	7	Turtle scute 		not being cataloged	turtle scute	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-925	Bone	18	Bone		not being cataloged	Bone	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-926	Persicaria lapathifolia	4	seed	Previously identified as Cyperaceae (7/10/19)	LACMP23-41089	Seed samples	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-927	Hesperocyparis macrocarpa	110	seed		LACMP23-41090	Calflora, Calscape 	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-928	Potamogeton alpinus 	18	seed		LACMP23-41091	Seed samples	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-929	Dichondra occidentalis 	11	seed		LACMP23-41092	Seed samples, Calflora	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-930	Purshia tridentata	2	seed		LACMP23-41093	Santa Ana Botanic Garden	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-931	Potamogeton nodosus	1	seed		LACMP23-41094	Seed samples	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-932	Platanus racemosa 	1	seed		LACMP23-41095	Sant Ana Botanic Garden	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-933	Berula erecta 	2	seed		LACMP23-41096	(https://dzn.eldoc.ub.rug.nl/?page=pict&item=588)	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-934	Angelica kingii 	1	seed		LACMP23-41097	Seed samples, calflora 	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-935	Arctostaphylos glauca 	5	seed		LACMP23-41098	Santa Ana Botanic Garden	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-936	Juniperus californica (charcoal/ashpalt?)	5	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41099	Calscape 	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-937	Juniperus californica 	6	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41100	Calscape 	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-938	Stachys albens	1	seed		LACMP23-41101	Seed samples, Santa Ana Botanic Garden	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-939	Heteromeles arbutifolia 	4	seed		LACMP23-41102	Seed sample, Santa Ana Botanic Garden	
P23 38325	Box 7B grid B-2 level 4	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-940	Hesperocyparis macrocarpa	15	cone fragments 		LACMP23-41103	Calflora, Calscape 	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-941	Juniperus californica 	100	seed		LACMP23-41281	Jesse 	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-942	Hesperocyparis macrocarpa	3	cone fragments 		LACMP23-41282	Calflora, Calscape 	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-943	Juniperus sp. 	500	seed		LACMP23-41283	Santa Ana Botanic Garden	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-944	Hesperocyparis macrocarpa	35	seed		LACMP23-41284	Calflora, Calscape 	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-945	Potamogeton alpinus 	21	seed		LACMP23-41285	Seed samples	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-946	Dichondra occidentalis 	8	seed		LACMP23-41286	Seed samples, Calflora 	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-947	Berula erecta	11	seed		LACMP23-41287	(https://dzn.eldoc.ub.rug.nl/?page=pict&item=588)	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-948	Juniperus californica (charcoal/ashpalt?)	3	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41288	Calscape	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-949	Juniperus californica 	5	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41289	Calscape	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-950	Platanus racemosa 	1	seed		LACMP23-41290	Seed samples	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-951	Purshia tridentata	1	seed		LACMP23-41291	Santa Ana Botanic Garden	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-952	Juniperus californica 	2	bud	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41292	Calscape	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-953	Heteromeles arbutifolia 	1	seed		LACMP23-41293	Seed samples, Santa Ana Botanic Garden	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-954	Quercus chrysolepis	1	acorn cap fragment		LACMP23-41294	Calscape	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-955	Potamogeton nodosus	1	seed		LACMP23-41295	Seed samples	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-956	Cyperaceae	1	seed		LACMP23-41296	Seed samples	
P23 38326	Box 7B grid B-2 level 5	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-957	Solidago canadensis 	0.5	seed		LACMP23-41297	(http://www.mirofoss.com/Organics/Plant_Elongated/Elongated_Articles/CanadaGoldenrod.html)	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-958	Juniperus californica	138	seed		LACMP23-41298	Jesse	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-959	Cornus sericea 	2	seed		LACMP23-41299	Seed samples	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-960	Bone	12	bone		not being cataloged	Bone	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-961	Hesperocyparis macrocarpa	16	cone fragments 		LACMP23-41300	Calflora, calscape 	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-962	Juniperus sp. 	800	seed		LACMP23-41301	Santa Ana Botanic Garden	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-963	Hesperocyparis macrocarpa	66	seed		LACMP23-41302	Calflora, calscape 	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-964	Juniperus californica (charcoal/ashpalt?)	16	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41303	Calscape	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-965	Juniperus californica 	20	twig	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41304	Calscape	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-966	Potamogeton alpinus 	23	seed		LACMP23-41305	Seed samples	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-967	Alopecurus aequalis	4	glume 		LACMP23-41306	(http://timedoesnotexist.org/Grasses%20of%20Oregon.pdf), calflora 	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-968	Purshia tridentata	4	seed		LACMP23-41307	Santa Ana Botanic Garden	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-969	Platanus racemosa 	1	seed		LACMP23-41308	Seed samples	
P23 38327	Box 7B grid B-2 level 6	Bulk matrix processed in heated Biodiesel B 100 (80 C) and cold soaked in GenTech (n-propyl bromide)	JG-970	Juniperus californica 	1	bud	Previously identified as Juniperus sp. (7/10/19)	LACMP23-41309	Calscape	